Date,High,Low,Open,Close,Volume,Adj Close
2002-10-29,1797.724853515625,1797.724853515625,1797.724853515625,1797.724853515625,501745.0,1763.381103515625
2002-10-30,2012.22607421875,1989.7545166015625,2012.22607421875,2012.22607421875,20892185.0,1973.7845458984375
2002-10-31,2091.89794921875,1865.1395263671875,2042.869140625,1912.12548828125,32327083.0,1875.595947265625
2002-11-01,2022.4404296875,1724.1815185546875,1961.1544189453125,1793.6390380859375,18373668.0,1759.373291015625
2002-11-04,1789.5533447265625,1660.8525390625,1777.296142578125,1703.7528076171875,16939411.0,1671.2041015625
2002-11-05,1785.4676513671875,1695.5814208984375,1695.5814208984375,1701.7099609375,15353406.0,1669.2003173828125
2002-11-06,1740.5245361328125,1626.123779296875,1728.267333984375,1664.9383544921875,12487339.0,1633.1312255859375
2002-11-07,1746.653076171875,1650.6383056640625,1654.7239990234375,1666.981201171875,11682099.0,1635.1351318359375
2002-11-08,1650.6383056640625,1603.6522216796875,1628.166748046875,1634.2952880859375,6740519.0,1603.0736083984375
2002-11-11,1730.3101806640625,1630.2095947265625,1630.2095947265625,1675.1527099609375,10783852.0,1643.150634765625
2002-11-12,1654.7239990234375,1573.00927734375,1646.552490234375,1585.2664794921875,7176181.0,1554.9815673828125
2002-11-13,1624.0809326171875,1499.4659423828125,1585.2664794921875,1503.5516357421875,10570917.0,1474.8277587890625
2002-11-14,1568.9234619140625,1450.4371337890625,1552.58056640625,1495.3802490234375,8566383.0,1466.8125
2002-11-15,1570.96630859375,1483.1229248046875,1532.15185546875,1570.96630859375,10548889.0,1540.95458984375
2002-11-18,1591.39501953125,1546.451904296875,1564.8377685546875,1548.4947509765625,6510451.0,1518.912353515625
2002-11-19,1613.8665771484375,1564.8377685546875,1568.9234619140625,1577.094970703125,9129317.0,1546.9661865234375
2002-11-20,1640.4239501953125,1575.0521240234375,1577.094970703125,1640.4239501953125,10766720.0,1609.085205078125
2002-11-21,1671.06689453125,1605.6951904296875,1662.8955078125,1613.8665771484375,6620590.0,1583.0352783203125
2002-11-22,1728.267333984375,1626.123779296875,1650.6383056640625,1648.5953369140625,17414233.0,1617.1005859375
2002-11-25,1697.624267578125,1626.123779296875,1671.06689453125,1662.8955078125,7900652.0,1631.12744140625
2002-11-26,1695.5814208984375,1630.2095947265625,1683.32421875,1634.2952880859375,8262888.0,1603.0736083984375
2002-11-27,1638.3809814453125,1503.5516357421875,1613.8665771484375,1540.3233642578125,19749184.0,1510.8968505859375
2002-11-28,1652.68115234375,1540.3233642578125,1573.00927734375,1609.7808837890625,19103034.0,1579.0274658203125
2002-11-29,1801.810546875,1605.6951904296875,1630.2095947265625,1801.810546875,36213773.0,1767.3887939453125
2002-12-02,1801.810546875,1801.810546875,1801.810546875,1801.810546875,0.0,1767.3887939453125
2002-12-03,1908.039794921875,1854.9251708984375,1879.4395751953125,1883.525390625,12541185.0,1847.5423583984375
2002-12-04,1961.1544189453125,1826.324951171875,1838.5821533203125,1908.039794921875,14066001.0,1871.58837890625
2002-12-05,2132.75537109375,1891.69677734375,1948.8970947265625,2083.7265625,27789347.0,2043.9189453125
2002-12-06,2230.81298828125,2063.2978515625,2067.383544921875,2116.412353515625,25280620.0,2075.980224609375
2002-12-09,2169.527099609375,2055.126220703125,2157.269775390625,2071.46923828125,8779319.0,2031.8956298828125
2002-12-10,2157.269775390625,2022.4404296875,2030.6119384765625,2128.669677734375,11682099.0,2088.00341796875
2002-12-11,2308.442138671875,2136.841064453125,2153.18408203125,2189.955810546875,19670863.0,2148.118896484375
2002-12-12,2402.4140625,2234.89892578125,2243.0703125,2357.470947265625,24279577.0,2312.433837890625
2002-12-13,2480.043212890625,2337.042236328125,2373.81396484375,2357.470947265625,16239415.0,2312.433837890625
2002-12-16,2394.24267578125,2255.327392578125,2328.870849609375,2308.442138671875,8485614.0,2264.341796875
2002-12-17,2381.9853515625,2267.584716796875,2377.899658203125,2296.184814453125,9158687.0,2252.318603515625
2002-12-18,2353.38525390625,2263.4990234375,2271.67041015625,2288.013427734375,8350999.0,2244.302978515625
2002-12-19,2288.013427734375,2288.013427734375,2288.013427734375,2288.013427734375,0.0,2244.302978515625
2002-12-20,2308.442138671875,2189.955810546875,2263.4990234375,2202.212890625,6975483.0,2160.1416015625
2002-12-23,2238.984619140625,2040.8262939453125,2189.955810546875,2124.583984375,9993298.0,2083.995849609375
2002-12-24,2222.6416015625,2120.498046875,2124.583984375,2185.869873046875,13603416.0,2144.111083984375
2002-12-25,2185.869873046875,2185.869873046875,2185.869873046875,2185.869873046875,0.0,2144.111083984375
2002-12-26,2189.955810546875,2042.869140625,2181.7841796875,2042.869140625,8512537.0,2003.8421630859375
2002-12-27,2083.7265625,1940.7257080078125,1993.8402099609375,2010.1832275390625,8047505.0,1971.7802734375
2002-12-30,2010.1832275390625,1781.3818359375,2002.01171875,1818.153564453125,11226857.0,1783.419677734375
2002-12-31,1818.153564453125,1818.153564453125,1818.153564453125,1818.153564453125,0.0,1783.419677734375
2003-01-01,1818.153564453125,1818.153564453125,1818.153564453125,1818.153564453125,0.0,1783.419677734375
2003-01-02,2034.6976318359375,1867.182373046875,1879.4395751953125,2034.6976318359375,13011112.0,1995.8265380859375
2003-01-03,2275.756103515625,2128.669677734375,2128.669677734375,2275.756103515625,21486936.0,2232.279541015625
2003-01-06,2357.470947265625,2185.869873046875,2296.184814453125,2304.3564453125,21885885.0,2260.333984375
2003-01-07,2365.642333984375,2185.869873046875,2361.556640625,2206.298583984375,16410742.0,2164.1494140625
2003-01-08,2402.4140625,2230.81298828125,2247.156005859375,2324.78515625,26465229.0,2280.37255859375
2003-01-09,2418.757080078125,2267.584716796875,2271.67041015625,2369.728271484375,15382776.0,2324.45703125
2003-01-10,2439.185791015625,2087.812255859375,2435.10009765625,2259.413330078125,18393248.0,2216.2490234375
2003-01-13,2332.95654296875,2234.89892578125,2259.413330078125,2316.613525390625,8994702.0,2272.35693359375
2003-01-14,2332.95654296875,2271.67041015625,2316.613525390625,2271.67041015625,7795408.0,2228.272705078125
2003-01-15,2308.442138671875,2214.47021484375,2275.756103515625,2271.67041015625,9031415.0,2228.272705078125
2003-01-16,2243.0703125,2185.869873046875,2238.984619140625,2210.38427734375,8390160.0,2168.1572265625
2003-01-17,2238.984619140625,2124.583984375,2165.441162109375,2149.098388671875,8243308.0,2108.042236328125
2003-01-20,2169.527099609375,2083.7265625,2083.7265625,2112.32666015625,4895076.0,2071.972900390625
2003-01-21,2149.098388671875,2095.983642578125,2095.983642578125,2140.9267578125,4733538.0,2100.026123046875
2003-01-22,2149.098388671875,2095.983642578125,2095.983642578125,2120.498046875,4572001.0,2079.98779296875
2003-01-23,2300.270751953125,2136.841064453125,2145.0126953125,2292.09912109375,11657623.0,2248.310791015625
2003-01-24,2292.09912109375,2124.583984375,2263.4990234375,2194.04150390625,6858001.0,2152.12646484375
2003-01-27,2132.75537109375,2030.6119384765625,2116.412353515625,2104.1552734375,5112907.0,2063.95751953125
2003-01-28,2124.583984375,2083.7265625,2091.89794921875,2100.069580078125,3277253.0,2059.949951171875
2003-01-29,2136.841064453125,1993.8402099609375,2112.32666015625,2002.01171875,3869557.0,1963.7650146484375
2003-01-30,2132.75537109375,2008.140380859375,2008.140380859375,2100.069580078125,4204870.0,2059.949951171875
2003-01-31,2100.069580078125,2100.069580078125,2100.069580078125,2100.069580078125,0.0,2059.949951171875
2003-02-03,2165.441162109375,2059.212158203125,2083.7265625,2149.098388671875,4403121.0,2108.042236328125
2003-02-04,2185.869873046875,2140.9267578125,2181.7841796875,2145.0126953125,3392287.0,2104.0341796875
2003-02-05,2153.18408203125,2108.240966796875,2124.583984375,2145.0126953125,1669220.0,2104.0341796875
2003-02-06,2161.35546875,2083.7265625,2153.18408203125,2087.812255859375,2024114.0,2047.926513671875
2003-02-07,2100.069580078125,2034.6976318359375,2087.812255859375,2046.954833984375,2560124.0,2007.8497314453125
2003-02-10,2091.89794921875,2018.354736328125,2034.6976318359375,2063.2978515625,2525859.0,2023.8804931640625
2003-02-11,2149.098388671875,2046.954833984375,2091.89794921875,2087.812255859375,5010110.0,2047.926513671875
2003-02-12,2169.527099609375,2095.983642578125,2104.1552734375,2153.18408203125,4540183.0,2112.050048828125
2003-02-13,2177.698486328125,2095.983642578125,2169.527099609375,2116.412353515625,2322713.0,2075.980224609375
2003-02-14,2136.841064453125,2075.554931640625,2104.1552734375,2124.583984375,1926212.0,2083.995849609375
2003-02-17,2234.89892578125,2189.955810546875,2226.727294921875,2234.89892578125,4080046.0,2192.20361328125
2003-02-18,2251.24169921875,2194.04150390625,2226.727294921875,2206.298583984375,2858724.0,2164.1494140625
2003-02-19,2267.584716796875,2202.212890625,2255.327392578125,2202.212890625,5320947.0,2160.1416015625
2003-02-20,2226.727294921875,2149.098388671875,2202.212890625,2202.212890625,2939493.0,2160.1416015625
2003-02-21,2226.727294921875,2194.04150390625,2218.555908203125,2194.04150390625,1847891.0,2152.12646484375
2003-02-24,2296.184814453125,2194.04150390625,2194.04150390625,2296.184814453125,3380050.0,2252.318603515625
2003-02-25,2267.584716796875,2194.04150390625,2267.584716796875,2194.04150390625,2210126.0,2152.12646484375
2003-02-26,2279.842041015625,2202.212890625,2226.727294921875,2271.67041015625,3641936.0,2228.272705078125
2003-02-27,2353.38525390625,2218.555908203125,2230.81298828125,2308.442138671875,4048228.0,2264.341796875
2003-02-28,2357.470947265625,2243.0703125,2357.470947265625,2283.927734375,2814668.0,2240.29541015625
2003-03-03,2300.270751953125,2247.156005859375,2275.756103515625,2296.184814453125,1857681.0,2252.318603515625
2003-03-04,2271.67041015625,2214.47021484375,2255.327392578125,2214.47021484375,1916422.0,2172.1650390625
2003-03-05,2185.869873046875,2112.32666015625,2161.35546875,2132.75537109375,2971311.0,2092.010986328125
2003-03-06,2165.441162109375,2067.383544921875,2120.498046875,2124.583984375,2038799.0,2083.995849609375
2003-03-07,2145.0126953125,2034.6976318359375,2063.2978515625,2063.2978515625,2613970.0,2023.8804931640625
2003-03-10,2071.46923828125,2006.0975341796875,2014.2689208984375,2034.6976318359375,2415720.0,1995.8265380859375
2003-03-11,2034.6976318359375,1961.1544189453125,1961.1544189453125,1989.7545166015625,1522368.0,1951.742431640625
2003-03-12,2145.0126953125,1993.8402099609375,1997.926025390625,2145.0126953125,4454519.0,2104.0341796875
2003-03-13,2149.098388671875,2067.383544921875,2145.0126953125,2104.1552734375,2714319.0,2063.95751953125
2003-03-14,2226.727294921875,2173.61279296875,2206.298583984375,2198.127197265625,4696825.0,2156.134765625
2003-03-17,2181.7841796875,2063.2978515625,2181.7841796875,2104.1552734375,2048589.0,2063.95751953125
2003-03-18,2353.38525390625,2247.156005859375,2279.842041015625,2353.38525390625,7814989.0,2308.42578125
2003-03-19,2492.30029296875,2292.09912109375,2292.09912109375,2369.728271484375,6481080.0,2324.45703125
2003-03-20,2463.7001953125,2369.728271484375,2431.01416015625,2443.271484375,5695421.0,2396.59521484375
2003-03-21,2504.5576171875,2431.01416015625,2455.52880859375,2431.01416015625,6106607.0,2384.572265625
